DBN,School Name,Borough, District,School Type,Split Sited,Co-located at Any Site,Total Enrollment,Grades 3K-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiracial,% Native American,% White,% Missing Race/Ethnicity Data,% SWD,% ELL,% Poverty,2024-25 ELA # Tested,2024-25 ELA # Proficient (L3&4),2024-25 ELA % Proficient (L3&4),2024-25 Math # Tested,2024-25 Math # Proficient (L3&4),2024-25 Math % Proficient (L3&4),2023-24 Total 4-year August Grad Cohort,2023-24 % 4-year August Graduates,2023-24 Total 6-year Grad Cohort,2023-24 % 6-year Graduates
29Q498,"Health, Arts, Robotics, and Technology High School",Q,29,High school,,Y,621,0,0,621,6.8%,66.5%,20.1%,0.5%,3.9%,0.8%,1.4%,17.1%,10.0%,85.7%,,,0.0%,,,,109,96.3%,81,97.5%
30Q011,P.S. 011 Kathryn Phelan,Q,30,Elementary,,Y,703,643,60,0,30.3%,1.6%,53.2%,1.6%,0.4%,12.9%,0.0%,15.8%,26.0%,74.5%,339,193,56.9%,350,210,60.0%,,,,
30Q017,P.S. 017 Henry David Thoreau,Q,30,Elementary,,Y,606,606,0,0,13.2%,6.8%,45.5%,4.5%,1.2%,28.9%,0.0%,15.2%,18.5%,65.0%,230,155,67.4%,240,174,72.5%,,,,
30Q070,P.S. 070,Q,30,Elementary,,Y,775,775,0,0,9.7%,2.8%,43.6%,3.5%,0.8%,39.5%,0.1%,16.0%,23.6%,75.4%,299,171,57.2%,311,192,61.7%,,,,
30Q076,P.S. 076 William Hallet,Q,30,Elementary,,Y,420,420,0,0,5.7%,21.4%,60.2%,0.7%,0.5%,11.4%,0.0%,26.0%,26.0%,90.2%,126,58,46.0%,135,70,51.9%,,,,
30Q078,P.S./I.S. 78Q,Q,30,K-8,Y,Y,811,601,210,0,32.1%,4.4%,19.7%,7.4%,0.6%,35.5%,0.2%,11.7%,9.9%,23.1%,440,365,83.0%,426,352,82.6%,,,,
30Q111,P.S. 111 Jacob Blackwell,Q,30,K-8,,Y,564,423,141,0,2.1%,30.3%,65.8%,0.0%,0.7%,1.1%,0.0%,16.0%,48.9%,Above 95%,239,62,25.9%,301,42,14.0%,,,,
30Q126,Albert Shanker School for Visual and Performing Arts,Q,30,Junior High-Intermediate-Middle,,Y,383,0,383,0,24.8%,13.1%,43.1%,2.3%,0.8%,15.9%,0.0%,16.2%,14.9%,83.6%,359,210,58.5%,314,164,52.2%,,,,
30Q204,I.S. 204 Oliver W. Holmes,Q,30,Junior High-Intermediate-Middle,,Y,382,0,382,0,11.3%,10.7%,69.4%,0.3%,1.0%,7.3%,0.0%,19.9%,54.2%,94.0%,289,124,42.9%,336,151,44.9%,,,,
30Q234,P.S. 234,Q,30,Elementary,,Y,462,462,0,0,14.3%,7.4%,35.9%,5.0%,0.9%,36.6%,0.0%,20.8%,14.7%,63.4%,114,105,92.1%,112,98,87.5%,,,,
30Q235,Academy for New Americans,Q,30,Junior High-Intermediate-Middle,,Y,57,0,57,0,3.5%,3.5%,87.7%,0.0%,0.0%,5.3%,0.0%,3.5%,100.0%,Above 95%,21,s,9.5%,74,25,33.8%,,,,
30Q258,Energy Tech High School,Q,30,High school,,Y,490,0,0,490,16.7%,6.7%,62.7%,0.8%,1.0%,11.4%,0.6%,16.3%,9.6%,79.4%,,,0.0%,,,,109,92.7%,109,99.1%
30Q291,Hunters Point Community Middle School,Q,30,Junior High-Intermediate-Middle,,Y,403,0,403,0,11.9%,12.2%,52.9%,5.2%,0.2%,17.4%,0.2%,24.1%,6.2%,71.0%,374,241,64.4%,243,147,60.5%,,,,
30Q300,The 30th Avenue School (G&T Citywide),Q,30,K-8,Y,Y,525,355,170,0,51.4%,3.4%,13.1%,7.4%,0.6%,23.6%,0.4%,6.1%,4.6%,26.9%,353,346,98.0%,301,293,97.3%,,,,
30Q301,Academy for Careers in Television and Film,Q,30,High school,,Y,548,0,0,548,6.2%,14.6%,63.0%,2.9%,0.2%,13.0%,0.2%,22.3%,5.1%,73.4%,,,0.0%,,,,136,96.3%,141,97.9%
30Q367,Motion Picture Technical High School,Q,30,High school,,Y,182,0,0,182,11.5%,12.6%,62.1%,1.6%,0.5%,9.3%,2.2%,20.9%,4.9%,74.7%,,,0.0%,,,,,,,
30Q389,District 30 Pre-K Center,Q,30,District Pre-K Center,Y,Y,297,297,0,0,11.4%,7.7%,57.2%,4.0%,1.3%,18.2%,0.0%,8.4%,0.0%,57.2%,,,0.0%,,,,,,,
30Q417,Gotham Tech High School,Q,30,High school,,Y,271,0,0,271,13.3%,8.9%,61.6%,1.5%,3.0%,11.4%,0.4%,21.4%,15.1%,80.8%,,,0.0%,,,,,,,
30Q429,I.S 429,Q,30,Junior High-Intermediate-Middle,,Y,250,0,250,0,16.4%,4.0%,51.6%,3.6%,0.4%,24.0%,0.0%,14.4%,8.0%,70.4%,238,171,71.8%,233,169,72.5%,,,,
30Q450,Long Island City High School,Q,30,High school,,Y,1632,0,0,1632,8.0%,11.2%,71.8%,0.4%,0.4%,7.4%,0.9%,18.8%,26.0%,86.4%,,,0.0%,,,,505,80.8%,498,85.7%
30Q501,Frank Sinatra School of the Arts High School,Q,30,High school,,Y,849,0,0,849,10.2%,9.2%,28.6%,4.7%,1.1%,34.2%,12.0%,15.9%,0.2%,32.7%,,,0.0%,,,,201,100.0%,233,99.1%
30Q502,Information Technology High School,Q,30,High school,,Y,781,0,0,781,19.6%,6.7%,63.6%,0.5%,1.0%,7.4%,1.2%,19.6%,11.4%,85.7%,,,0.0%,,,,216,87.0%,212,89.2%
30Q555,ATLAS,Q,30,High school,,Y,1161,0,0,1161,5.3%,1.7%,87.8%,0.1%,0.4%,4.7%,0.0%,3.4%,81.9%,87.3%,,,0.0%,,,,423,77.5%,198,82.8%
31R002,I.S. R002 George L. Egbert,R,31,Junior High-Intermediate-Middle,,Y,976,0,976,0,27.6%,4.6%,28.4%,2.7%,0.4%,36.4%,0.0%,19.5%,14.1%,76.9%,881,451,51.2%,809,390,48.2%,,,,
31R004,P.S. 004 Maurice Wollin,R,31,Elementary,,Y,869,869,0,0,23.4%,1.2%,20.7%,2.1%,0.7%,52.0%,0.0%,32.1%,7.9%,46.8%,341,228,66.9%,344,245,71.2%,,,,
31R006,P.S. 6 Corporal Allan F. Kivlehan School,R,31,Elementary,,Y,535,535,0,0,7.1%,1.9%,18.7%,2.4%,0.2%,69.7%,0.0%,40.7%,2.2%,55.9%,208,137,65.9%,211,138,65.4%,,,,
31R007,I.S. 007 Elias Bernstein,R,31,Junior High-Intermediate-Middle,,Y,1179,0,1179,0,18.7%,0.8%,11.5%,2.0%,0.1%,67.0%,0.0%,17.3%,3.3%,46.2%,1063,822,77.3%,1055,876,83.0%,,,,
31R010,Fort Hill Collaborative Elementary School,R,31,Elementary,,Y,187,187,0,0,3.2%,25.7%,56.7%,5.9%,3.2%,5.3%,0.0%,42.2%,16.0%,92.0%,69,25,36.2%,70,32,45.7%,,,,
31R016,P.S. 016 John J. Driscoll,R,31,Elementary,,Y,381,381,0,0,6.0%,22.0%,65.1%,0.0%,1.3%,5.5%,0.0%,23.9%,29.9%,Above 95%,142,64,45.1%,149,63,42.3%,,,,
31R024,I.S. 024 Myra S. Barnes,R,31,Junior High-Intermediate-Middle,,Y,1320,0,1320,0,21.1%,1.0%,17.6%,2.5%,0.4%,57.5%,0.0%,24.0%,4.5%,53.5%,1165,822,70.6%,1019,715,70.2%,,,,
31R028,The Eagle Academy for Young Men of Staten Island,R,31,Secondary School,Y,Y,284,0,187,97,1.8%,52.1%,38.7%,2.1%,1.1%,4.2%,0.0%,46.8%,9.2%,91.5%,175,59,33.7%,171,81,47.4%,28,85.7%,22,81.8%
31R032,P.S. 032 The Gifford School,R,31,Elementary,,Y,694,694,0,0,26.2%,2.4%,17.1%,2.4%,0.1%,51.6%,0.0%,28.1%,7.9%,51.7%,314,231,73.6%,325,243,74.8%,,,,
31R036,P.S. 036 J. C. Drumgoole,R,31,Elementary,,Y,868,868,0,0,19.0%,1.5%,13.5%,2.6%,0.5%,62.8%,0.1%,26.3%,5.1%,45.9%,364,256,70.3%,364,258,70.9%,,,,
31R047,CSI High School for International Studies,R,31,High school,,Y,521,0,0,521,36.9%,5.8%,23.6%,1.0%,0.2%,32.6%,0.0%,19.8%,1.5%,64.5%,,,0.0%,,,,137,98.5%,132,98.5%
31R048,P.S. 048 William G. Wilcox,R,31,K-8,,Y,962,613,349,0,30.5%,5.6%,16.8%,1.6%,0.0%,45.3%,0.2%,22.7%,9.1%,51.9%,612,444,72.5%,499,371,74.3%,,,,
31R049,I.S. 49 Berta A. Dreyfus,R,31,Junior High-Intermediate-Middle,,Y,338,0,338,0,10.9%,28.4%,51.5%,1.2%,1.2%,6.8%,0.0%,39.1%,21.6%,94.1%,289,89,30.8%,297,90,30.3%,,,,
31R057,P.S. 057 Hubert H. Humphrey,R,31,Elementary,,Y,392,392,0,0,7.4%,46.9%,39.5%,1.5%,1.3%,3.3%,0.0%,41.6%,12.5%,94.9%,203,72,35.5%,210,56,26.7%,,,,
31R058,Space Shuttle Columbia School,R,31,Elementary,,Y,721,721,0,0,32.3%,5.5%,23.0%,1.8%,0.1%,36.9%,0.3%,28.8%,10.7%,65.6%,305,200,65.6%,305,198,64.9%,,,,
31R061,I.S. 061 William A Morris,R,31,Junior High-Intermediate-Middle,,Y,874,0,874,0,4.2%,31.8%,50.1%,2.6%,1.1%,10.1%,0.0%,31.4%,11.0%,84.2%,788,281,35.7%,662,153,23.1%,,,,
31R063,Marsh Avenue School for Expeditionary Learning,R,31,Junior High-Intermediate-Middle,,Y,409,0,409,0,18.3%,10.8%,30.6%,3.4%,0.5%,36.4%,0.0%,24.0%,2.2%,62.1%,398,250,62.8%,364,195,53.6%,,,,
31R064,Gaynor McCown Expeditionary Learning School,R,31,High school,,Y,537,0,0,537,14.7%,4.5%,27.7%,3.2%,0.6%,45.8%,3.5%,26.1%,2.4%,54.9%,,,0.0%,,,,109,99.1%,92,97.8%
31R075,I.S. 075 Frank D. Paulo,R,31,Junior High-Intermediate-Middle,,Y,1514,0,1514,0,23.1%,0.7%,15.3%,2.2%,0.4%,58.3%,0.0%,21.7%,2.6%,48.6%,1336,1038,77.7%,1177,983,83.5%,,,,
31R080,The Michael J. Petrides School,R,31,K-12 all grades,,Y,1446,565,391,490,12.6%,20.9%,35.1%,2.8%,0.5%,27.7%,0.5%,32.2%,2.8%,67.9%,611,417,68.2%,496,294,59.3%,116,92.2%,106,99.1%
31R084,The Waverly Academy of Empowered Learners,R,31,Elementary,,Y,161,161,0,0,3.7%,35.4%,52.8%,1.2%,2.5%,4.3%,0.0%,50.3%,21.7%,Above 95%,,,0.0%,,,,,,,
31R085,The Young Women’s Leadership School of Staten Island,R,31,Secondary School,,Y,180,0,180,0,5.6%,40.6%,39.4%,3.9%,1.1%,4.4%,5.0%,32.2%,4.4%,91.7%,171,79,46.2%,168,31,18.5%,,,,
31R440,New Dorp High School,R,31,High school,,Y,3060,0,0,3060,19.3%,8.0%,30.1%,1.2%,0.4%,40.4%,0.7%,21.5%,9.1%,66.3%,,,0.0%,,,,790,88.1%,752,91.0%
31R445,Port Richmond High School,R,31,High school,,Y,1700,0,0,1700,7.2%,22.8%,53.8%,2.1%,0.7%,13.2%,0.2%,29.4%,13.8%,81.9%,,,0.0%,,,,466,77.5%,387,85.0%
31R455,Tottenville High School,R,31,High school,,Y,3754,0,0,3754,16.1%,2.1%,18.2%,2.0%,0.5%,61.0%,0.1%,22.2%,3.8%,56.3%,,,0.0%,,,,1024,94.3%,876,96.3%
31R470,Concord High School,R,31,Transfer High school,,Y,202,0,0,202,4.0%,31.2%,54.5%,0.5%,0.5%,9.4%,0.0%,34.2%,6.9%,90.1%,,,0.0%,,,,98,28.6%,90,58.9%
31R861,Staten Island School of Civic Leadership,R,31,K-8,,Y,839,564,275,0,20.7%,24.9%,36.1%,2.9%,0.5%,14.8%,0.1%,24.2%,6.2%,78.8%,531,350,65.9%,533,353,66.2%,,,,
32K168,The Brooklyn School for Math and Research,K,32,High school,,Y,337,0,0,337,7.7%,27.6%,59.6%,0.0%,0.0%,3.6%,1.5%,16.6%,29.4%,Above 95%,,,0.0%,,,,89,97.8%,65,96.9%
32K291,J.H.S. 291 Roland Hayes,K,32,Junior High-Intermediate-Middle,,Y,296,0,296,0,1.7%,9.5%,84.5%,0.7%,1.0%,1.4%,1.4%,23.0%,46.3%,87.5%,275,74,26.9%,177,37,20.9%,,,,
32K347,I.S. 347 School of Humanities,K,32,Junior High-Intermediate-Middle,,Y,193,0,193,0,1.0%,7.8%,87.6%,0.5%,0.5%,2.6%,0.0%,20.7%,38.9%,Above 95%,176,47,26.7%,179,54,30.2%,,,,
32K349,"I.S. 349 Math, Science & Tech.",K,32,Junior High-Intermediate-Middle,,Y,178,0,178,0,1.1%,10.7%,85.4%,0.0%,2.2%,0.6%,0.0%,26.4%,29.8%,91.6%,163,49,30.1%,173,57,32.9%,,,,
32K377,P.S. 377 Alejandrina B. De Gautier,K,32,Elementary,,Y,207,207,0,0,0.0%,8.2%,90.3%,0.0%,0.5%,1.0%,0.0%,16.9%,42.0%,88.4%,66,18,27.3%,73,s,6.8%,,,,
32K383,J.H.S. 383 Philippa Schuyler,K,32,Junior High-Intermediate-Middle,,Y,648,0,648,0,2.3%,23.9%,70.1%,0.6%,0.6%,1.2%,1.2%,19.4%,21.5%,86.4%,591,302,51.1%,575,239,41.6%,,,,
32K384,P.S. /I.S. 384 Frances E. Carter,K,32,K-8,,Y,343,236,107,0,0.3%,11.7%,85.7%,0.6%,0.6%,1.2%,0.0%,23.9%,21.3%,93.3%,201,68,33.8%,176,55,31.3%,,,,
32K403,Academy for Excellence in Leadership,K,32,High school,,Y,277,0,0,277,0.4%,14.4%,74.7%,0.0%,1.1%,1.4%,7.9%,21.3%,40.4%,Above 95%,,,0.0%,,,,68,86.8%,73,84.9%
32K549,The Brooklyn School for Social Justice,K,32,High school,,Y,268,0,0,268,1.1%,9.7%,86.2%,0.0%,0.4%,1.9%,0.7%,17.9%,37.7%,89.6%,,,0.0%,,,,76,84.2%,89,80.9%
32K552,The Academy of Urban Planning and Engineering,K,32,High school,,Y,419,0,0,419,3.1%,17.4%,71.1%,0.5%,1.2%,3.6%,3.1%,18.1%,21.7%,Above 95%,,,0.0%,,,,106,94.3%,82,93.9%
32K554,All City Leadership Secondary School,K,32,Secondary School,,Y,414,0,176,238,9.7%,10.9%,62.8%,0.7%,0.7%,11.8%,3.4%,15.9%,1.4%,76.1%,174,145,83.3%,113,85,75.2%,65,98.5%,63,100.0%
32K562,Evergreen Middle School for Urban Exploration,K,32,Junior High-Intermediate-Middle,,Y,354,0,354,0,0.3%,13.8%,83.6%,0.0%,0.0%,1.7%,0.6%,20.9%,31.6%,90.7%,347,127,36.6%,225,98,43.6%,,,,
32K564,Bushwick Community High School,K,32,Transfer High school,,Y,102,0,0,102,2.0%,18.6%,78.4%,0.0%,0.0%,1.0%,0.0%,14.7%,33.3%,85.3%,,,0.0%,,,,53,26.4%,48,56.3%
75K004,P.S. K004,K,75,Elementary,Y,Y,414,414,0,0,8.0%,56.8%,28.7%,0.5%,2.2%,3.9%,0.0%,99.8%,21.5%,90.1%,58,s,3.4%,58,s,3.4%,,,,
75K036,P.S. 36,K,75,K-12 all grades,Y,Y,467,318,95,54,7.3%,61.2%,24.0%,0.6%,1.1%,5.8%,0.0%,99.4%,15.2%,92.9%,63,s,6.3%,63,s,0.0%,,,,
75K053,P.S. K053,K,75,K-12 all grades,Y,Y,439,179,94,166,14.6%,29.6%,41.7%,2.3%,1.8%,10.0%,0.0%,100.0%,33.0%,Above 95%,10,s,0.0%,s,s,25.0%,,,,
75K077,P.S. K077,K,75,K-12 all grades,Y,Y,422,232,63,127,18.2%,41.0%,25.8%,0.7%,1.2%,13.0%,0.0%,100.0%,24.9%,92.9%,s,s,28.6%,s,s,28.6%,,,,
75K140,P.S. K140,K,75,K-8,Y,Y,344,202,132,10,3.8%,56.1%,34.6%,2.3%,0.6%,2.6%,0.0%,99.1%,11.9%,Above 95%,136,s,1.5%,131,s,3.8%,,,,
75K141,P.S. K141,K,75,K-12 all grades,Y,Y,386,271,103,12,5.7%,39.1%,34.7%,1.6%,0.8%,18.1%,0.0%,99.7%,20.2%,93.3%,,,0.0%,,,,,,,
75K231,P.S. K231,K,75,K-8,Y,Y,373,239,133,1,30.3%,13.9%,22.3%,1.1%,0.8%,31.6%,0.0%,100.0%,33.8%,89.8%,38,s,18.4%,40,s,22.5%,,,,
75K368,P.S. 368,K,75,K-12 all grades,Y,Y,263,98,59,106,4.2%,43.3%,41.1%,1.5%,1.5%,8.4%,0.0%,93.5%,11.0%,Above 95%,62,s,1.6%,59,s,1.7%,,,,
75K369,P.S. K369 - Coy L. Cox School,K,75,K-12 all grades,Y,Y,490,192,122,176,8.8%,44.3%,34.3%,2.2%,1.2%,9.2%,0.0%,100.0%,18.0%,89.8%,78,s,10.3%,71,s,8.5%,,,,
75K370,P.S. 370,K,75,K-12 all grades,Y,Y,242,84,42,116,26.0%,19.0%,24.8%,2.1%,0.4%,27.7%,0.0%,99.6%,36.4%,88.4%,18,s,0.0%,19,s,10.5%,,,,
75K371,P.S. 371 - Lillian L. Rashkis,K,75,High school,Y,Y,246,0,0,246,10.2%,43.5%,30.9%,0.4%,2.4%,12.6%,0.0%,99.2%,21.1%,93.1%,,,0.0%,,,,,,,
75K372,P.S. 372 -The Children's School,K,75,K-8,Y,Y,256,244,12,0,15.6%,23.0%,27.3%,2.7%,0.0%,31.3%,0.0%,100.0%,16.0%,62.5%,140,87,62.1%,145,88,60.7%,,,,
75K373,P.S. 373 - Brooklyn Transition Center,K,75,High school,Y,Y,499,0,0,499,4.0%,54.7%,33.7%,1.4%,1.4%,4.8%,0.0%,99.8%,19.6%,95.0%,,,0.0%,,,,,,,
75K396,Sid Miller Academy,K,75,K-8,Y,Y,624,438,186,0,6.3%,59.6%,20.8%,1.0%,6.1%,6.3%,0.0%,99.7%,19.7%,91.7%,s,s,0.0%,s,s,0.0%,,,,
75K721,P.S. K721 - Brooklyn Occupational Training Center,K,75,K-12 all grades,Y,Y,467,36,2,429,13.5%,36.8%,24.6%,1.5%,3.0%,20.6%,0.0%,99.4%,29.6%,93.1%,,,0.0%,,,,,,,
75K753,P.S. K753 - School for Career Development,K,75,High school,Y,Y,450,0,39,411,3.1%,65.6%,24.7%,0.7%,1.3%,4.7%,0.0%,99.1%,14.7%,93.1%,,,0.0%,,,,,,,
75K771,P.S. K771,K,75,K-12 all grades,Y,Y,567,396,137,34,20.6%,32.1%,22.2%,1.9%,1.1%,22.0%,0.0%,99.8%,25.4%,87.1%,89,s,7.9%,89,s,10.1%,,,,
75K811,P.S. K811 Connie Lekas School,K,75,Secondary School,Y,Y,304,1,16,287,10.5%,45.1%,25.3%,0.7%,3.6%,14.8%,0.0%,99.3%,28.9%,93.8%,s,s,0.0%,s,s,100.0%,,,,
75M035,P.S. 035,M,75,K-12 all grades,Y,Y,271,6,9,256,4.4%,41.0%,42.8%,0.7%,1.5%,9.6%,0.0%,91.1%,6.6%,88.2%,s,s,83.3%,s,s,0.0%,,,,
75M079,P.S. M079 - Horan School,M,75,Secondary School,Y,Y,285,0,19,266,2.8%,38.2%,54.7%,0.4%,0.0%,3.9%,0.0%,100.0%,29.8%,94.7%,,,0.0%,,,,,,,
75M094,P.S. M094,M,75,K-12 all grades,Y,Y,468,303,89,76,12.0%,31.2%,43.2%,1.9%,0.2%,11.5%,0.0%,99.8%,17.1%,86.3%,30,s,10.0%,29,s,3.4%,,,,
75M138,P.S. 138,M,75,K-12 all grades,Y,Y,709,432,107,170,2.8%,27.8%,63.0%,1.0%,0.4%,4.9%,0.0%,99.2%,28.2%,94.5%,58,s,8.6%,60,s,6.7%,,,,
75M169,P.S. M169 - Robert F. Kennedy,M,75,K-12 all grades,Y,Y,412,260,139,13,2.7%,38.6%,51.2%,1.0%,3.6%,2.9%,0.0%,99.8%,13.1%,91.5%,81,s,4.9%,82,s,1.2%,,,,
75M226,P.S. M226,M,75,K-12 all grades,Y,Y,286,138,50,98,3.8%,36.0%,51.4%,1.0%,1.4%,6.3%,0.0%,99.7%,15.4%,92.7%,32,s,3.1%,32,s,3.1%,,,,
75M721,P.S. M721 - Manhattan Occupational Training Center,M,75,Secondary School,Y,Y,210,0,25,185,3.3%,36.2%,52.4%,0.5%,0.5%,6.7%,0.5%,99.5%,30.0%,94.3%,,,0.0%,,,,,,,
75M751,Manhattan School for Career Development,M,75,High school,Y,Y,213,0,56,157,2.8%,33.3%,54.5%,0.9%,0.5%,8.0%,0.0%,99.5%,20.2%,94.4%,18,s,5.6%,19,s,0.0%,,,,
75M811,P.S. M811 - Mickey Mantle School,M,75,K-8,Y,Y,542,367,90,85,2.6%,36.7%,53.7%,0.6%,1.1%,5.4%,0.0%,100.0%,13.3%,92.8%,67,s,7.5%,64,s,1.6%,,,,
75Q004,P.S. Q004,Q,75,K-8,Y,Y,534,485,49,0,28.7%,25.5%,28.3%,1.1%,2.6%,13.7%,0.2%,100.0%,26.0%,83.9%,94,s,4.3%,98,s,5.1%,,,,
75Q009,P.S. 009,Q,75,K-8,Y,Y,649,390,258,1,26.0%,23.7%,38.5%,0.9%,2.3%,8.5%,0.0%,99.4%,32.4%,88.8%,116,s,6.0%,111,s,3.6%,,,,
75Q075,Robert E. Peary School,Q,75,K-8,Y,Y,609,427,181,1,17.1%,27.1%,44.2%,1.1%,3.0%,7.6%,0.0%,99.5%,28.9%,86.2%,112,s,3.6%,110,s,0.9%,,,,
75Q177,P.S. Q177,Q,75,K-12 all grades,Y,Y,642,149,73,420,25.1%,28.5%,26.0%,1.4%,3.0%,16.0%,0.0%,99.8%,26.6%,88.0%,46,s,15.2%,44,s,15.9%,,,,
75Q224,P.S. Q224,Q,75,K-8,Y,Y,439,356,83,0,29.4%,15.5%,39.4%,1.4%,6.8%,7.5%,0.0%,99.8%,27.3%,78.4%,90,s,8.9%,92,s,6.5%,,,,
75Q233,P.S. Q233,Q,75,K-12 all grades,Y,Y,544,198,88,258,17.6%,31.8%,34.6%,0.6%,3.1%,12.3%,0.0%,100.0%,29.2%,87.3%,s,s,0.0%,10,s,10.0%,,,,
75Q255,P.S. Q255,Q,75,K-12 all grades,Y,Y,579,476,87,16,25.6%,10.0%,39.0%,8.8%,1.6%,14.3%,0.7%,99.8%,39.4%,87.2%,s,s,50.0%,s,s,66.7%,,,,
75Q256,P.S. Q256,Q,75,K-12 all grades,Y,Y,588,251,95,242,5.8%,49.0%,32.7%,1.5%,1.9%,9.2%,0.0%,90.0%,15.3%,88.3%,58,s,3.4%,56,s,5.4%,,,,
75Q277,The Riverview School,Q,75,K-12 all grades,Y,Y,847,476,190,181,21.0%,12.0%,52.1%,0.8%,0.8%,13.1%,0.1%,99.5%,39.7%,85.5%,168,s,2.4%,164,13,7.9%,,,,
75Q721,John F. Kennedy Jr. School,Q,75,High school,Y,Y,552,0,0,552,18.3%,15.2%,48.4%,0.9%,2.5%,14.7%,0.0%,100.0%,44.4%,92.6%,,,0.0%,,,,,,,
75Q752,Queens Transition Center,Q,75,High school,Y,Y,509,0,0,509,15.9%,34.4%,36.7%,1.6%,1.2%,10.2%,0.0%,99.0%,29.3%,90.8%,,,0.0%,,,,,,,
75Q811,P.S. Q811,Q,75,K-12 all grades,Y,Y,563,297,51,215,24.9%,32.9%,26.3%,1.6%,4.8%,9.6%,0.0%,100.0%,24.5%,85.4%,11,s,27.3%,10,s,20.0%,,,,
75Q993,P.S. Q993,Q,75,K-12 all grades,Y,Y,663,306,173,184,25.5%,15.8%,35.0%,0.6%,2.9%,20.2%,0.0%,99.7%,38.5%,84.9%,70,s,8.6%,68,s,8.8%,,,,
75R025,South Richmond High School I.S./P.S. 25,R,75,K-12 all grades,Y,Y,589,114,171,304,5.3%,32.3%,35.0%,2.9%,0.3%,24.3%,0.0%,99.7%,5.6%,89.5%,137,12,8.8%,128,14,10.9%,,,,
75R037,The David Marquis School of the Arts,R,75,K-12 all grades,Y,Y,562,414,71,77,13.5%,10.5%,24.4%,2.3%,0.5%,48.8%,0.0%,100.0%,16.0%,82.9%,38,s,2.6%,38,s,7.9%,,,,
75R373,P.S. R373,R,75,K-8,Y,Y,733,659,74,0,15.4%,25.4%,34.2%,3.7%,0.8%,20.5%,0.0%,99.9%,17.7%,86.4%,73,s,4.1%,69,s,2.9%,,,,
75R721,The Richard H. Hungerford School,R,75,Secondary School,Y,Y,538,0,106,432,9.5%,16.0%,37.9%,3.2%,0.4%,33.1%,0.0%,99.6%,20.6%,91.4%,,,0.0%,,,,,,,
75X010,P.S. X010,X,75,K-12 all grades,Y,Y,602,576,8,18,6.3%,27.2%,61.3%,1.5%,1.0%,2.7%,0.0%,99.7%,28.4%,93.5%,72,s,8.3%,72,11,15.3%,,,,
75X012,P.S. X012 Lewis and Clark School,X,75,Secondary School,Y,Y,297,0,73,224,6.1%,32.0%,52.5%,1.7%,3.0%,4.7%,0.0%,100.0%,27.9%,Above 95%,,,0.0%,,,,,,,
75X017,P.S. X017,X,75,K-12 all grades,Y,Y,732,326,142,264,3.0%,34.6%,58.6%,0.5%,1.1%,2.2%,0.0%,99.9%,18.9%,93.6%,126,s,1.6%,128,s,0.8%,,,,
75X168,P.S. 168,X,75,K-12 all grades,Y,Y,606,427,168,11,6.4%,32.3%,58.4%,0.5%,0.2%,2.1%,0.0%,99.8%,28.1%,93.7%,99,s,9.1%,97,s,2.1%,,,,
75X176,P.S. X176,X,75,Secondary School,Y,Y,623,0,191,432,4.0%,37.4%,52.6%,0.5%,0.6%,4.8%,0.0%,100.0%,14.8%,91.7%,55,s,5.5%,50,s,10.0%,,,,
75X186,P186X Walter J. Damrosch School,X,75,K-8,Y,Y,734,504,230,0,4.4%,33.9%,57.2%,1.2%,0.7%,2.6%,0.0%,99.5%,33.2%,Above 95%,180,s,3.3%,169,s,4.7%,,,,
75X188,P.S. X188,X,75,K-12 all grades,Y,Y,496,211,178,107,4.0%,34.9%,57.5%,0.0%,0.6%,3.0%,0.0%,100.0%,27.0%,Above 95%,92,s,1.1%,95,s,0.0%,,,,
75X352,The Vida Bogart School for All Children,X,75,K-8,Y,Y,541,514,27,0,2.8%,26.1%,61.6%,0.6%,2.0%,7.0%,0.0%,99.8%,14.4%,93.9%,s,s,14.3%,s,s,14.3%,,,,
75X469,The Bronx School for Continuous Learners,X,75,K-12 all grades,Y,Y,655,451,180,24,4.6%,27.8%,61.5%,0.8%,1.1%,4.3%,0.0%,99.7%,26.0%,94.5%,50,s,2.0%,45,s,0.0%,,,,
75X596,P.S. X596,X,75,Elementary,Y,Y,421,418,3,0,10.9%,33.7%,48.0%,0.5%,0.7%,6.2%,0.0%,100.0%,14.7%,87.2%,32,s,12.5%,36,s,19.4%,,,,
75X643,P.S. X643,X,75,K-8,Y,Y,118,118,0,0,4.2%,33.1%,56.8%,1.7%,0.0%,4.2%,0.0%,100.0%,32.2%,94.1%,,,0.0%,,,,,,,
75X721,P.S. X721 - Stephen McSweeney School,X,75,High school,Y,Y,526,0,0,526,3.4%,34.8%,57.6%,0.2%,1.3%,2.7%,0.0%,99.2%,33.8%,Above 95%,,,0.0%,,,,,,,
75X723,P.S. 723,X,75,K-12 all grades,Y,Y,404,213,104,87,2.0%,35.6%,55.4%,0.2%,2.0%,4.7%,0.0%,98.5%,15.3%,94.3%,105,s,6.7%,96,s,6.3%,,,,
75X754,J. M. Rapport School Career Development,X,75,High school,Y,Y,439,0,0,439,0.9%,31.7%,63.8%,0.9%,1.4%,1.4%,0.0%,99.3%,28.2%,Above 95%,,,0.0%,,,,,,,
